driver_id,driver_name,driver_phone,national_id,region_id,shift,vehicle_type,hire_date,rating_avg,on_time_rate,cancel_rate,completed_deliveries,is_active,created_at,updated_at
35,Adel Zaki,01578901438,384350439585692,1,evening,car,2019-06-01,4.353,0.956,0.045,14866,False,2019-06-01 00:00:00,2026-03-18 05:09:35.066317
36,Youssef Fathy,01512792658,276040242641592,12,evening,car,2022-11-21,3.877,0.943,0.014,11549,True,2022-11-21 00:00:00,2026-03-18 05:09:35.066317
37,Ziad Tawfik,01565950146,376476627516738,6,night,car,2022-04-16,3.778,0.813,0.051,6056,True,2022-04-16 00:00:00,2026-03-18 05:09:35.066317
38,Hassan Shaker,01550755467,288366872790446,2,morning,motorbike,2023-08-31,4.005,0.723,0.022,6795,True,2023-08-31 00:00:00,2026-03-18 05:09:35.066317
39,Ayman Hassan,01085427873,246285972639678,11,evening,bike,2020-04-11,4.686,0.867,0.06,19489,True,2020-04-11 00:00:00,2026-03-18 05:09:35.066317
40,Bassem Soliman,01571355706,224903427681611,4,night,car,2019-07-26,3.562,0.86,0.011,23180,True,2019-07-26 00:00:00,2026-03-18 05:09:35.066317
41,Hassan Zaki,01030709222,327305014963826,7,evening,motorbike,2024-09-03,4.944,0.886,0.066,2223,True,2024-09-03 00:00:00,2026-03-18 05:09:35.066317
42,Ibrahim Soliman,01558404738,284542393710723,14,morning,bike,2023-03-06,3.73,0.811,0.031,13105,False,2023-03-06 00:00:00,2026-03-18 05:09:35.066317
43,Ayman Gaber,01079437366,257610076595822,11,evening,motorbike,2023-12-18,4.992,0.941,0.014,3606,True,2023-12-18 00:00:00,2026-03-18 05:09:35.066317
44,Hazem Ali,01563955904,311109579706988,9,night,car,2024-10-30,4.386,0.718,0.01,3290,True,2024-10-30 00:00:00,2026-03-18 05:09:35.066317
45,Adel Shaker,01536480587,315201567379266,18,evening,car,2022-11-15,4.095,0.807,0.061,12249,True,2022-11-15 00:00:00,2026-03-18 05:09:35.066317
46,Hussein Mohamed,01113143613,293389109044875,9,morning,car,2024-11-05,4.756,0.828,0.025,3141,True,2024-11-05 00:00:00,2026-03-18 05:09:35.066317
47,Ziad Farouk,01070228445,373771696802385,11,morning,motorbike,2022-12-22,4.731,0.86,0.083,10520,True,2022-12-22 00:00:00,2026-03-18 05:09:35.066317
48,Walid Shaker,01160689435,256136990639839,17,night,bike,2022-03-11,3.827,0.856,0.064,8744,True,2022-03-11 00:00:00,2026-03-18 05:09:35.066317
49,Karim Mohamed,01520478739,384065322982472,13,night,bike,2020-06-16,4.303,0.803,0.065,21869,True,2020-06-16 00:00:00,2026-03-18 05:09:35.066317
50,Sherif Tawfik,01177885433,228208332229271,17,night,motorbike,2023-09-04,3.641,0.89,0.016,7065,False,2023-09-04 00:00:00,2026-03-18 05:09:35.066317
51,Tarek Ibrahim,01215406577,262278847625879,10,evening,car,2020-03-27,3.945,0.903,0.042,17732,True,2020-03-27 00:00:00,2026-03-18 05:09:35.066317
52,,01015997180,390652962521313,10,night,motorbike,2024-06-25,4.148,0.755,0.024,4371,True,2024-06-25 00:00:00,2026-03-18 05:09:35.066317
53,Ali Ali,01153649791,297930005648454,14,evening,car,2024-01-17,3.842,0.853,0.03,6891,True,2024-01-17 00:00:00,2026-03-18 05:09:35.067333
54,Ashraf Khalil,01285302098,288720926191460,3,morning,car,2020-11-09,4.971,0.717,0.038,21310,True,2020-11-09 00:00:00,2026-03-18 05:09:35.067333
55,Nabil Fathy,01112546591,338964343572718,8,night,car,2020-05-07,4.806,0.923,0.046,9313,True,2020-05-07 00:00:00,2026-03-18 05:09:35.067333
56,Essam Hassan,01165691824,284298036448019,11,evening,motorbike,2019-04-06,3.849,0.916,0.013,9718,True,2019-04-06 00:00:00,2026-03-18 05:09:35.067333
57,Mostafa Mohamed,01092473495,313823300248937,2,evening,bike,2023-07-27,4.031,0.853,0.027,5855,True,2023-07-27 00:00:00,2026-03-18 05:09:35.067333
58,Ziad Ibrahim,01578265991,326196104163438,9,morning,bike,2025-09-11,4.008,0.836,0.04,492,True,2025-09-11 00:00:00,2026-03-18 05:09:35.067333
59,Hany El-Sayed,01184451573,289973599353710,14,evening,motorbike,2025-07-28,3.59,0.842,0.051,1177,True,2025-07-28 00:00:00,2026-03-18 05:09:35.067333
60,Hassan Mostafa,01072364542,310073733342850,2,evening,car,2025-03-23,3.874,0.937,0.022,3344,True,2025-03-23 00:00:00,2026-03-18 05:09:35.067333
61,Hussein El-Din,01050350996,239675784312601,17,evening,car,2020-10-23,4.844,0.767,0.073,19553,True,2020-10-23 00:00:00,2026-03-18 05:09:35.067333
62,Mostafa Mostafa,01212130654,295676016414622,16,morning,car,2022-10-31,4.815,0.944,0.055,9430,False,2022-10-31 00:00:00,2026-03-18 05:09:35.067333
63,Nabil Naguib,01526564560,360378254025343,13,morning,car,2019-11-14,4.765,0.724,0.068,21479,True,2019-11-14 00:00:00,2026-03-18 05:09:35.067333
64,Hussein Mansour,01235704262,296336643516336,10,night,bike,2019-03-23,3.824,0.846,0.083,22477,True,2019-03-23 00:00:00,2026-03-18 05:09:35.067333
65,Samy Tawfik,01524890990,380414138126087,16,morning,car,2021-03-14,4.33,0.747,0.057,15307,True,2021-03-14 00:00:00,2026-03-18 05:09:35.067333
66,Omar El-Din,01180206603,313254202139488,18,night,bike,2020-06-05,3.84,0.932,0.042,17378,True,2020-06-05 00:00:00,2026-03-18 05:09:35.067333
67,Hazem Hassan,01576514912,341601172014199,2,evening,motorbike,2023-07-25,4.908,0.816,0.044,5400,True,2023-07-25 00:00:00,2026-03-18 05:09:35.067333
68,Wael El-Din,01519991216,233146424337663,11,evening,bike,2021-07-13,3.567,0.973,0.046,6408,True,2021-07-13 00:00:00,2026-03-18 05:09:35.067333
69,Fadi Rizk,01155741665,256951816402861,17,morning,motorbike,2021-10-09,4.921,0.914,0.064,14631,True,2021-10-09 00:00:00,2026-03-18 05:09:35.067333
70,Essam Ibrahim,01027117564,217711364321431,10,night,bike,2019-05-17,4.397,0.983,0.008,22168,True,2019-05-17 00:00:00,2026-03-18 05:09:35.067333
71,Amr Naguib,01070855827,397147550220512,4,evening,bike,2023-08-11,4.511,0.906,0.056,3594,True,2023-08-11 00:00:00,2026-03-18 05:09:35.067333
72,Youssef Ibrahim,01186935230,281621317117206,9,evening,bike,2019-10-04,4.118,0.898,0.06,14696,True,2019-10-04 00:00:00,2026-03-18 05:09:35.067333
73,Mohamed Ali,01251766978,276078704966062,10,night,motorbike,2024-10-02,3.993,0.847,0.028,1919,True,2024-10-02 00:00:00,2026-03-18 05:09:35.067333
74,Mohamed Mostafa,01556146216,238200654380095,7,morning,car,2025-04-10,4.016,0.901,0.049,3174,True,2025-04-10 00:00:00,2026-03-18 05:09:35.067333
75,Khaled El-Din,01231780851,279793399773895,8,morning,car,2025-11-28,4.42,0.947,0.054,417,True,2025-11-28 00:00:00,2026-03-18 05:09:35.067333
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.622,0.791,0.019,5111,True,2023-06-28 00:00:00,2026-03-18 05:09:35.067333
77,Mohamed El-Sayed,01233392072,388043195899928,8,morning,bike,2020-12-14,3.778,0.846,0.017,9003,True,2020-12-14 00:00:00,2026-03-18 05:09:35.067333
78,Ali Naguib,01150946121,362021675325262,12,night,car,2020-03-30,3.81,0.889,0.044,21815,True,2020-03-30 00:00:00,2026-03-18 05:09:35.067333
79,Samy Mohamed,01181478283,362672166178123,11,night,bike,2020-06-19,4.141,0.832,0.05,24182,True,2020-06-19 00:00:00,2026-03-18 05:09:35.067333
80,Bassem Abdallah,01226972976,396537850800057,3,morning,motorbike,2022-09-04,4.213,0.901,0.06,10739,True,2022-09-04 00:00:00,2026-03-18 05:09:35.067333
81,Sherif Ahmed,01573586743,366429776512669,2,morning,motorbike,2024-11-22,3.802,0.875,0.012,4271,True,2024-11-22 00:00:00,2026-03-18 05:09:35.067333
82,Wael Naguib,01028029509,272557465887834,17,evening,car,2023-03-13,3.808,0.737,0.005,7492,True,2023-03-13 00:00:00,2026-03-18 05:09:35.067333
83,Karim Saleh,01034100904,347380104499221,3,evening,motorbike,2022-07-22,4.887,0.893,0.028,9872,True,2022-07-22 00:00:00,2026-03-18 05:09:35.067333
84,Mostafa Mostafa,01236393422,123,9,evening,bike,2023-01-15,4.627,0.812,0.064,9841,True,2023-01-15 00:00:00,2026-03-18 05:09:35.067333
85,,01256524207,367105652444853,1,evening,car,2021-12-05,4.524,0.844,0.077,18953,True,2021-12-05 00:00:00,2026-03-18 05:09:35.067333
86,Ashraf Zaki,01571928212,322085144252220,11,morning,bike,2024-10-13,4.157,0.886,0.078,3195,True,2024-10-13 00:00:00,2026-03-18 05:09:35.067333
87,Ahmed Farouk,01077082048,341732677908267,14,evening,bike,2020-06-09,4.569,0.906,0.028,20081,True,2020-06-09 00:00:00,2026-03-18 05:09:35.067333
88,Ahmed El-Din,01286261289,363669826170690,7,evening,bike,2020-09-21,3.642,0.97,0.032,13341,False,2020-09-21 00:00:00,2026-03-18 05:09:35.067333
89,Hazem Abdel-Rahman,01513602203,219780495226072,13,evening,bike,2025-03-14,3.825,0.838,0.025,2444,True,2025-03-14 00:00:00,2026-03-18 05:09:35.067333
90,Ahmed Ahmed,01027332564,364743948489622,7,morning,motorbike,2023-08-10,4.81,0.91,0.028,9545,True,2023-08-10 00:00:00,2026-03-18 05:09:35.067333
91,Essam Abdel-Rahman,01029151794,395123671548905,8,night,car,2024-02-23,4.017,0.744,0.046,5190,True,2024-02-23 00:00:00,2026-03-18 05:09:35.067333
92,Omar Abdel-Rahman,01262491260,245061600675276,6,night,car,2024-02-13,4.632,0.921,0.037,6644,True,2024-02-13 00:00:00,2026-03-18 05:09:35.067333
93,Amr Tawfik,01299477179,267881098793914,18,morning,bike,2020-10-08,5.0,0.836,0.01,9754,True,2020-10-08 00:00:00,2026-03-18 05:09:35.067333
94,Sherif Ahmed,01095747226,358362968803655,13,morning,motorbike,2019-07-02,4.121,0.748,0.0,12942,True,2019-07-02 00:00:00,2026-03-18 05:09:35.067333
95,Ashraf Mansour,01168750274,234005265281343,1,night,motorbike,2019-12-05,3.681,0.81,0.02,16697,True,2019-12-05 00:00:00,2026-03-18 05:09:35.067333
96,Nabil El-Sayed,01114623108,264971727915324,10,evening,car,2023-12-10,3.547,0.766,0.002,8281,False,2023-12-10 00:00:00,2026-03-18 05:09:35.067333
97,Tarek Mostafa,,223597360881631,6,night,bike,2023-09-24,3.733,0.808,0.03,3652,True,2023-09-24 00:00:00,2026-03-18 05:09:35.067333
98,Hussein Shaker,01041193292,260182852660439,11,morning,bike,2023-06-07,3.512,0.978,0.056,3296,True,2023-06-07 00:00:00,2026-03-18 05:09:35.067333
99,Ramy Khalil,01165176483,394283439830648,16,morning,car,2019-06-29,4.614,0.848,0.067,26407,True,2019-06-29 00:00:00,2026-03-18 05:09:35.067333
100,Youssef Shaker,01154566533,219502538392982,11,morning,motorbike,2023-05-11,4.383,0.937,0.05,6968,True,2023-05-11 00:00:00,2026-03-18 05:09:35.067333
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.666,0.787,0.022,5111,True,2023-06-28 00:00:00,2026-03-18 05:09:35.067333
